video,split
Num_6_parte-5,dev
Num_6_parte-6,dev
Num_7_parte-1,train
Num_7_parte-10,train
Num_7_parte-11,train
Num_7_parte-12,dev
Num_7_parte-13,train
Num_7_parte-14,train
Num_7_parte-15,train
Num_7_parte-16,train
Num_7_parte-17,train
Num_7_parte-2,train
Num_7_parte-3,dev
Num_7_parte-4,train
Num_7_parte-5,train
Num_7_parte-6,train
Num_7_parte-7,test
Num_7_parte-8,train
Num_7_parte-9,train
Num_8_parte-1,train
Num_8_parte-2,train
Num_8_parte-3,train
Num_8_parte-4,train
Num_8_parte-5,train
Num_9_parte-1,train
Num_9_parte-2,test
Num_9_parte-3,train
Num_9_parte-4,train
Num_9_parte-5,train
Obd_1_parte-1,train
Obd_1_parte-2,train
Obd_1_parte-3,train
Obd_1_parte-4,train
Obd_1_parte-5,train
Obd_1_parte-6,test
Obd_1_parte-7,train
Ose_10_parte-1,test
Ose_10_parte-2,train
Ose_10_parte-3,test
Ose_10_parte-4,train
Ose_10_parte-5,train
Ose_10_parte-6,train
Ose_10_parte-7,train
Ose_10_parte-8,train
Ose_11_parte-1,dev
Ose_11_parte-2,train
Ose_11_parte-3,train
Ose_11_parte-4,train
Ose_12_parte-1,train
Ose_12_parte-2,train
Ose_12_parte-3,dev
Ose_12_parte-4,train
Ose_12_parte-5,train
Ose_13_parte-1,train
Ose_13_parte-2,dev
Ose_13_parte-3,train
Ose_13_parte-4,train
Ose_13_parte-5,train
Ose_14_parte-1,test
Ose_14_parte-2,train
Ose_14_parte-3,train
Ose_1_parte-1,test
Ose_1_parte-2,train
Ose_1_parte-3,train
Ose_1_parte-4,train
Ose_2_parte-1,dev
Ose_2_parte-2,train
Ose_2_parte-3,train
Ose_2_parte-4,test
Ose_2_parte-5,train
Ose_2_parte-6,train
Ose_2_parte-7,train
Ose_2_parte-8,train
Ose_3_parte-1,train
Ose_3_parte-2,train
Ose_4_parte-1,train
Ose_4_parte-2,train
Ose_4_parte-3,train
Ose_4_parte-4,train
Ose_4_parte-5,train
Ose_4_parte-6,train
Ose_4_parte-7,train
Ose_5_parte-1,train
Ose_5_parte-2,train
Ose_5_parte-3,train
Ose_5_parte-4,train
Ose_5_parte-5,train
Ose_5_parte-6,train
Ose_6_parte-1,train
Ose_6_parte-2,train
Ose_6_parte-3,train
Ose_7_parte-1,train
Ose_7_parte-2,train
Ose_7_parte-3,train
Ose_7_parte-4,train
Ose_7_parte-5,train
Ose_7_parte-6,train
Ose_8_parte-1,train
Ose_8_parte-2,train
Ose_8_parte-3,train
Ose_8_parte-4,train
Ose_8_parte-5,train
Ose_8_parte-6,train
Ose_9_parte-1,train
Ose_9_parte-2,train
Ose_9_parte-3,train
Ose_9_parte-4,train
Ose_9_parte-5,train
Ose_9_parte-6,train
Ose_9_parte-7,train
Ose_9_parte-8,train
Pro_10_parte-1,train
Pro_10_parte-2,test
Pro_10_parte-3,train
Pro_10_parte-4,dev
Pro_10_parte-5,train
Pro_10_parte-6,train
Pro_11_parte-1,train
Pro_11_parte-2,train
Pro_11_parte-3,train
Pro_11_parte-4,train
Pro_12_parte-1,train
Pro_12_parte-2,train
Pro_12_parte-3,train
Pro_12_parte-4,train
Pro_13_parte-1,test
Pro_13_parte-2,train
Pro_13_parte-3,test
Pro_13_parte-4,train
Pro_14_parte-1,train
Pro_14_parte-2,dev
Pro_14_parte-3,train
Pro_14_parte-4,train
Pro_14_parte-5,train
Pro_15_parte-1,train
Pro_15_parte-2,test
Pro_15_parte-3,train
Pro_15_parte-4,train
Pro_15_parte-5,train
Pro_16_parte-1,dev
Pro_16_parte-2,test
Pro_16_parte-3,train
Pro_16_parte-4,train
Pro_16_parte-5,train
Pro_16_parte-6,test
Pro_17_parte-1,train
Pro_17_parte-2,train
Pro_17_parte-3,train
Pro_17_parte-4,train
Pro_18_parte-1,test
Pro_18_parte-2,train
Pro_18_parte-3,train
Pro_18_parte-4,train
Pro_19_parte-1,train
Pro_19_parte-2,train
Pro_19_parte-3,train
Pro_19_parte-4,train
Pro_1_parte-1,train
Pro_1_parte-2,train
Pro_1_parte-3,train
Pro_1_parte-4,train
Pro_1_parte-5,train
Pro_20_parte-1,dev
Pro_20_parte-2,train
Pro_20_parte-3,dev
Pro_20_parte-4,train
Pro_20_parte-5,train
Pro_21_parte-1,train
Pro_21_parte-2,train
Pro_21_parte-3,train
Pro_21_parte-4,train
Pro_21_parte-5,train
Pro_22_parte-1,train
Pro_22_parte-2,train
Pro_22_parte-3,train
Pro_22_parte-4,train
Pro_22_parte-5,train
Pro_22_parte-6,test
Pro_22_parte-7,train
Pro_23_parte-1,train
Pro_23_parte-2,train
Pro_23_parte-3,test
Pro_23_parte-4,test
Pro_23_parte-5,train
Pro_23_parte-6,train
Pro_23_parte-7,train
Pro_23_parte-8,train
Pro_23_parte-9,train
Pro_24_parte-1,dev
Pro_24_parte-2,train
Pro_24_parte-3,train
Pro_24_parte-4,train
Pro_24_parte-5,train
Pro_24_parte-6,test
Pro_25_parte-1,train
Pro_25_parte-2,train
Pro_25_parte-3,train
Pro_25_parte-4,train
Pro_25_parte-5,dev
Pro_26_parte-1,train
Pro_26_parte-2,train
Pro_26_parte-3,dev
Pro_26_parte-4,train
Pro_27_parte-1,train
Pro_27_parte-2,test
Pro_27_parte-3,test
Pro_27_parte-4,train
Pro_27_parte-5,train
Pro_28_parte-1,train
Pro_28_parte-2,train
Pro_28_parte-3,train
Pro_28_parte-4,train
Pro_28_parte-5,train
Pro_29_parte-1,train
Pro_29_parte-2,train
Pro_29_parte-3,train
Pro_29_parte-4,dev
Pro_2_parte-1,train
Pro_2_parte-2,train
Pro_2_parte-3,train
Pro_30_parte-1,train
Pro_30_parte-10,train
Pro_30_parte-11,dev
Pro_30_parte-2,train
Pro_30_parte-3,train
Pro_30_parte-4,train
Pro_30_parte-5,train
Pro_30_parte-6,train
Pro_30_parte-7,train
Pro_30_parte-8,dev
Pro_30_parte-9,train
Pro_31_parte-1,train
Pro_31_parte-2,train
Pro_31_parte-3,test
Pro_31_parte-4,train
Pro_31_parte-5,train
Pro_3_parte-1,train
Pro_3_parte-2,train
Pro_3_parte-3,train
Pro_3_parte-4,dev
Pro_3_parte-5,train
Pro_3_parte-6,train
Pro_3_parte-7,train
Pro_4_parte-1,train
Pro_4_parte-2,train
Pro_4_parte-3,train
Pro_5_parte-1,train
Pro_5_parte-2,train
Pro_5_parte-3,train
Pro_6_parte-1,dev
Pro_6_parte-2,test
Pro_6_parte-3,test
Pro_6_parte-4,test
Pro_6_parte-5,train
Pro_6_parte-6,test
Pro_7_parte-1,train
Pro_7_parte-2,train
Pro_7_parte-3,train
Pro_7_parte-4,test
Pro_7_parte-5,train
Pro_8_parte-1,train
Pro_8_parte-2,test
Pro_8_parte-3,train
Pro_8_parte-4,train
Pro_8_parte-5,dev
Pro_9_parte-1,test
Pro_9_parte-2,train
Pro_9_parte-3,test
Rom_10_parte-1,train
Rom_10_parte-2,train
Rom_10_parte-3,train
Rom_10_parte-4,dev
Rom_10_parte-5,train
Rom_11_parte-1,train
Rom_11_parte-10,dev
Rom_11_parte-2,train
Rom_11_parte-3,train
Rom_11_parte-4,train
Rom_11_parte-5,train
Rom_11_parte-6,train
Rom_11_parte-7,train
Rom_11_parte-8,train
Rom_11_parte-9,dev
Rom_12_parte-1,dev
Rom_12_parte-2,test
Rom_12_parte-3,dev
Rom_12_parte-4,train
Rom_12_parte-5,train
Rom_13_parte-1,train
Rom_13_parte-2,train
Rom_13_parte-3,train
Rom_13_parte-4,train
Rom_14_parte-1,train
Rom_14_parte-2,dev
Rom_14_parte-3,train
Rom_14_parte-4,train
Rom_14_parte-5,train
Rom_14_parte-6,train
Rom_15_parte-1,train
Rom_15_parte-2,test
Rom_15_parte-3,train
Rom_15_parte-4,train
Rom_15_parte-5,train
Rom_15_parte-6,train
Rom_15_parte-7,train
Rom_15_parte-8,test
Rom_16_parte-1,train
Rom_16_parte-2,train
Rom_16_parte-3,train
Rom_16_parte-4,train
Rom_16_parte-5,train
Rom_16_parte-6,train
Rom_16_parte-7,train
Rom_16_parte-8,train
Rom_1_parte-1,train
Rom_1_parte-2,train
Rom_1_parte-3,train
Rom_1_parte-4,train
Rom_1_parte-5,train
Rom_1_parte-6,train
Rom_2_parte-1,test
Rom_2_parte-2,train
Rom_2_parte-3,train
Rom_2_parte-4,train
Rom_2_parte-5,train
Rom_3_parte-1,test
Rom_3_parte-2,train
Rom_3_parte-3,dev
Rom_3_parte-4,train
Rom_3_parte-5,train
Rom_3_parte-6,train
Rom_4_parte-1,train
Rom_4_parte-2,train
Rom_4_parte-3,train
Rom_4_parte-4,train
Rom_4_parte-5,test
Rom_4_parte-6,train
Rom_4_parte-7,train
Rom_5_parte-1,train
Rom_5_parte-2,train
Rom_5_parte-3,train
Rom_5_parte-4,train
Rom_5_parte-5,train
Rom_6_parte-1,train
Rom_6_parte-2,train
Rom_6_parte-3,train
Rom_6_parte-4,train
Rom_6_parte-5,train
Rom_7_parte-1,train
Rom_7_parte-2,train
Rom_7_parte-3,train
Rom_7_parte-4,train
Rom_8_parte-1,train
Rom_8_parte-2,train
Rom_8_parte-3,train
Rom_8_parte-4,train
Rom_8_parte-5,train
Rom_8_parte-6,train
Rom_8_parte-7,train
Rom_8_parte-8,train
Rom_8_parte-9,train
Rom_9_parte-1,train
Rom_9_parte-2,dev
Rom_9_parte-3,train
Rom_9_parte-4,train
Rom_9_parte-5,train
Rom_9_parte-6,train
Rom_9_parte-7,train
Rom_9_parte-8,train
Rute_1_parte-1,dev
Rute_1_parte-2,train
Rute_1_parte-3,dev
Rute_1_parte-4,train
Rute_2_parte-1,train
Rute_2_parte-2,train
Rute_2_parte-3,train
Rute_2_parte-4,train
Rute_3_parte-1,test
Rute_3_parte-2,train
Rute_3_parte-3,dev
Rute_4_parte-1,train
Rute_4_parte-2,train
Rute_4_parte-3,train
Rute_4_parte-4,train
Sal_100_parte-1,train
Sal_101_parte-1,train
Sal_102_parte-1,train
Sal_102_parte-2,test
Sal_102_parte-3,train
Sal_102_parte-4,test
Sal_103_parte-1,train
Sal_103_parte-2,train
Sal_103_parte-3,train
Sal_104_parte-1,train
Sal_104_parte-2,train
Sal_104_parte-3,train
Sal_104_parte-4,train
Sal_104_parte-5,test
Sal_104_parte-6,train
Sal_105_parte-1,train
Sal_105_parte-2,train
Sal_105_parte-3,train
Sal_105_parte-4,train
Sal_105_parte-5,train
Sal_105_parte-6,test
Sal_106_parte-1,train
Sal_106_parte-2,train
Sal_106_parte-3,train
Sal_106_parte-4,train
Sal_106_parte-5,test
Sal_106_parte-6,train
Sal_106_parte-7,train
Sal_106_parte-8,train
Sal_106_parte-9,train
Sal_107_parte-1,train
Sal_107_parte-2,train
Sal_107_parte-3,train
Sal_107_parte-4,train
Sal_107_parte-5,train
Sal_108_parte-1,train
Sal_108_parte-2,dev
Sal_109_parte-1,train
Sal_109_parte-2,train
Sal_109_parte-3,train
Sal_10_parte-1,test
Sal_10_parte-2,test
Sal_110_parte-1,train
Sal_111_parte-1,train
Sal_112_parte-1,train
Sal_113_parte-1,test
Sal_114_parte-1,test
Sal_115_parte-1,train
Sal_115_parte-2,test
Sal_116_parte-1,train
Sal_116_parte-2,train
Sal_117_parte-1,train
Sal_118_parte-1,train
Sal_118_parte-2,train
Sal_118_parte-3,test
Sal_119_parte-1,train
Sal_119_parte-10,train
Sal_119_parte-11,test
Sal_119_parte-12,train
Sal_119_parte-13,test
Sal_119_parte-14,train
Sal_119_parte-15,train
Sal_119_parte-16,train
Sal_119_parte-17,test
Sal_119_parte-18,test
Sal_119_parte-19,train
Sal_119_parte-2,test
Sal_119_parte-20,train
Sal_119_parte-21,test
Sal_119_parte-22,train
Sal_119_parte-3,train
Sal_119_parte-4,dev
Sal_119_parte-5,train
Sal_119_parte-6,train
Sal_119_parte-7,train
Sal_119_parte-8,train
Sal_119_parte-9,dev
Sal_11_parte-1,train
Sal_120_parte-1,train
Sal_121_parte-1,train
Sal_122_parte-1,dev
Sal_123_parte-1,train
Sal_124_parte-1,train
Sal_125_parte-1,train
Sal_126_parte-1,train
Sal_127_parte-1,train
Sal_128_parte-1,test
Sal_129_parte-1,train
Sal_12_parte-1,train
Sal_130_parte-1,train
Sal_131_parte-1,train
Sal_132_parte-1,train
Sal_132_parte-2,train
Sal_132_parte-3,train
Sal_133_parte-1,train
Sal_134_parte-1,train
Sal_135_parte-1,train
Sal_135_parte-2,dev
Sal_136_parte-1,test
Sal_136_parte-2,test
Sal_137_parte-1,train
Sal_138_parte-1,train
Sal_139_parte-1,train
Sal_139_parte-2,train
Sal_139_parte-3,train
Sal_13_parte-1,test
Sal_140_parte-1,train
Sal_140_parte-2,train
Sal_141_parte-1,test
Sal_141_parte-2,train
Sal_142_parte-1,test
Sal_143_parte-1,train
Sal_144_parte-1,train
Sal_144_parte-2,train
Sal_145_parte-1,train
Sal_145_parte-2,train
Sal_146_parte-1,train
Sal_147_parte-1,train
Sal_147_parte-2,train
Sal_148_parte-1,train
Sal_148_parte-2,train
Sal_149_parte-1,train
Sal_14_parte-1,train
Sal_150_parte-1,train
Sal_15_parte-1,train
Sal_16_parte-1,test
Sal_16_parte-2,train
Sal_17_parte-1,train
Sal_17_parte-2,train
Sal_18_parte-1,train
Sal_18_parte-2,train
Sal_18_parte-3,dev
Sal_18_parte-4,train
Sal_18_parte-5,train
Sal_18_parte-6,train
Sal_19_parte-1,train
Sal_19_parte-2,dev
Sal_19_parte-3,train
Sal_1_parte-1,train
Sal_20_parte-1,train
Sal_21_parte-1,dev
Sal_22_parte-1,train
Sal_22_parte-2,train
Sal_22_parte-3,train
Sal_22_parte-4,train
Sal_23_parte-1,train
Sal_24_parte-1,train
Sal_24_parte-2,train
Sal_25_parte-1,train
Sal_25_parte-2,train
Sal_25_parte-3,train
Sal_26_parte-1,train
Sal_27_parte-1,dev
Sal_27_parte-2,test
Sal_28_parte-1,train
Sal_29_parte-1,dev
Sal_29_parte-2,train
Sal_2_parte-1,train
Sal_2_parte-2,train
Sal_30_parte-1,train
Sal_30_parte-2,train
Sal_31_parte-1,train
Sal_31_parte-2,dev
Sal_31_parte-3,train
Sal_31_parte-4,train
Sal_32_parte-1,train
Sal_32_parte-2,train
Sal_33_parte-1,train
Sal_33_parte-2,train
Sal_33_parte-3,train
Sal_34_parte-1,train
Sal_34_parte-2,train
Sal_34_parte-3,train
Sal_35_parte-1,dev
Sal_35_parte-2,train
Sal_35_parte-3,train
Sal_36_parte-1,train
Sal_36_parte-2,train
Sal_37_parte-1,train
Sal_37_parte-2,train
Sal_37_parte-3,train
Sal_37_parte-4,train
Sal_37_parte-5,train
Sal_38_parte-1,dev
Sal_38_parte-2,dev
Sal_39_parte-1,train
Sal_39_parte-2,train
Sal_3_parte-1,train
Sal_40_parte-1,train
Sal_40_parte-2,test
Sal_40_parte-3,train
Sal_41_parte-1,train
Sal_41_parte-2,dev
Sal_42_parte-1,train
Sal_43_parte-1,test
Sal_44_parte-1,train
Sal_44_parte-2,train
Sal_44_parte-3,train
Sal_45_parte-1,train
Sal_45_parte-2,test
Sal_46_parte-1,test
Sal_47_parte-1,test
Sal_48_parte-1,train
Sal_48_parte-2,train
Sal_49_parte-1,dev
Sal_49_parte-2,dev
Sal_4_parte-1,train
Sal_4_parte-2,train
Sal_50_parte-1,train
Sal_50_parte-2,train
Sal_50_parte-3,train
Sal_51_parte-1,train
Sal_51_parte-2,train
Sal_52_parte-1,test
Sal_53_parte-1,train
Sal_54_parte-1,train
Sal_55_parte-1,dev
Sal_55_parte-2,test
Sal_56_parte-1,train
Sal_57_parte-1,train
Sal_58_parte-1,test
Sal_59_parte-1,train
Sal_59_parte-2,train
Sal_5_parte-1,dev
Sal_5_parte-2,test
Sal_60_parte-1,train
Sal_60_parte-2,train
Sal_61_parte-1,train
Sal_62_parte-1,train
Sal_63_parte-1,train
Sal_64_parte-1,test
Sal_65_parte-1,train
Sal_66_parte-1,train
Sal_66_parte-2,dev
Sal_67_parte-1,train
Sal_68_parte-1,train
Sal_68_parte-2,train
Sal_68_parte-3,dev
Sal_68_parte-4,train
Sal_68_parte-5,train
Sal_69_parte-1,test
Sal_69_parte-2,train
Sal_69_parte-3,train
Sal_69_parte-4,train
Sal_6_parte-1,train
Sal_70_parte-1,test
Sal_71_parte-1,train
Sal_71_parte-2,train
Sal_71_parte-3,train
Sal_72_parte-1,dev
Sal_72_parte-2,train
Sal_72_parte-3,train
Sal_73_parte-1,train
Sal_73_parte-2,train
Sal_73_parte-3,train
Sal_73_parte-4,train
Sal_74_parte-1,dev
Sal_74_parte-2,dev
Sal_74_parte-3,train
Sal_74_parte-4,train
Sal_75_parte-1,test
Sal_76_parte-1,train
Sal_76_parte-2,train
Sal_77_parte-1,train
Sal_77_parte-2,train
Sal_77_parte-3,test
Sal_77_parte-4,dev
Sal_78_parte-1,train
Sal_78_parte-10,train
Sal_78_parte-2,dev
Sal_78_parte-3,train
Sal_78_parte-4,train
Sal_78_parte-5,train
Sal_78_parte-6,train
Sal_78_parte-7,train
Sal_78_parte-8,train
Sal_78_parte-9,train
Sal_79_parte-1,train
Sal_79_parte-2,train
Sal_7_parte-1,train
Sal_7_parte-2,train
Sal_7_parte-3,train
Sal_80_parte-1,train
Sal_80_parte-2,dev
Sal_80_parte-3,dev
Sal_81_parte-1,train
Sal_81_parte-2,train
Sal_82_parte-1,train
Sal_83_parte-1,train
Sal_83_parte-2,train
Sal_84_parte-1,test
Sal_84_parte-2,train
Sal_85_parte-1,train
Sal_85_parte-2,train
Sal_86_parte-1,train
Sal_86_parte-2,train
Sal_87_parte-1,train
Sal_88_parte-1,train
Sal_88_parte-2,train
Sal_89_parte-1,train
Sal_89_parte-2,train
Sal_89_parte-3,train
Sal_89_parte-4,train
Sal_89_parte-5,train
Sal_89_parte-6,dev
Sal_8_parte-1,train
Sal_90_parte-1,train
Sal_90_parte-2,test
Sal_91_parte-1,train
Sal_91_parte-2,train
Sal_92_parte-1,train
Sal_92_parte-2,train
Sal_93_parte-1,train
Sal_94_parte-1,dev
Sal_94_parte-2,train
Sal_94_parte-3,test
Sal_94_parte-4,train
Sal_94_parte-5,dev
Sal_95_parte-1,train
Sal_96_parte-1,train
Sal_96_parte-2,train
Sal_97_parte-1,dev
Sal_97_parte-2,train
Sal_98_parte-1,train
Sal_99_parte-1,test
Sal_99_parte-2,train
Sal_9_parte-1,train
Sal_9_parte-2,train
Sal_9_parte-3,train
Sof_1_parte-1,train
Sof_1_parte-2,train
Sof_1_parte-3,train
Sof_1_parte-4,train
Sof_1_parte-5,test
Sof_1_parte-6,dev
Sof_1_parte-7,train
Sof_2_parte-1,train
Sof_2_parte-2,train
Sof_2_parte-3,train
Sof_2_parte-4,dev
Sof_2_parte-5,test
Sof_3_parte-1,test
Sof_3_parte-2,train
Sof_3_parte-3,train
Sof_3_parte-4,train
Sof_3_parte-5,dev
Sof_3_parte-6,dev
Sof_3_parte-7,train
Sof_3_parte-8,train
Tia_1_parte-1,train
Tia_1_parte-2,test
Tia_1_parte-3,train
Tia_1_parte-4,dev
Tia_1_parte-5,train
Tia_1_parte-6,test
Tia_1_parte-7,dev
Tia_1_parte-8,train
Tia_2_parte-1,train
Tia_2_parte-2,train
Tia_2_parte-3,test
Tia_2_parte-4,train
Tia_2_parte-5,train
Tia_2_parte-6,train
Tia_2_parte-7,dev
Tia_3_parte-1,test
Tia_3_parte-2,dev
Tia_3_parte-3,test
Tia_3_parte-4,train
Tia_3_parte-5,dev
Tia_3_parte-6,train
Tia_3_parte-7,train
Tia_4_parte-1,train
Tia_4_parte-2,train
Tia_4_parte-3,dev
Tia_4_parte-4,train
Tia_4_parte-5,train
Tia_5_parte-1,train
Tia_5_parte-2,train
Tia_5_parte-3,dev
Tia_5_parte-4,train
Tia_5_parte-5,dev
Tia_5_parte-6,train
Tia_5_parte-7,train
Tia_5_parte-8,train
Tito_1_parte-1,train
Tito_1_parte-2,dev
Tito_1_parte-3,train
Tito_2_parte-1,train
Tito_2_parte-2,dev
Tito_2_parte-3,train
Tito_2_parte-4,train
Tito_3_parte-1,train
Tito_3_parte-2,train
Tito_3_parte-3,train
Zac_10_parte-1,test
Zac_10_parte-2,train
Zac_10_parte-3,train
Zac_10_parte-4,train
Zac_10_parte-5,train
Zac_11_parte-1,train
Zac_11_parte-2,train
Zac_11_parte-3,dev
Zac_11_parte-4,train
Zac_11_parte-5,train
Zac_12_parte-1,train
Zac_12_parte-2,train
Zac_12_parte-3,train
Zac_12_parte-4,train
Zac_12_parte-5,train
Zac_13_parte-1,train
Zac_13_parte-2,train
Zac_13_parte-3,test
Zac_14_parte-1,dev
Zac_14_parte-2,train
Zac_14_parte-3,train
Zac_14_parte-4,train
Zac_14_parte-5,train
Zac_14_parte-6,train
Zac_14_parte-7,train
Zac_1_parte-1,dev
Zac_1_parte-2,train
Zac_1_parte-3,train
Zac_1_parte-4,train
Zac_2_parte-1,dev
Zac_2_parte-2,train
Zac_2_parte-3,dev
Zac_3_parte-1,dev
Zac_3_parte-2,train
Zac_4_parte-1,train
Zac_4_parte-2,train
Zac_4_parte-3,train
Zac_5_parte-1,train
Zac_5_parte-2,train
Zac_6_parte-1,train
Zac_6_parte-2,train
Zac_6_parte-3,train
Zac_6_parte-4,train
Zac_7_parte-1,train
Zac_7_parte-2,train
Zac_7_parte-3,train
Zac_7_parte-4,test
Zac_8_parte-1,train
Zac_8_parte-2,train
Zac_8_parte-3,test
Zac_8_parte-4,train
Zac_8_parte-5,train
Zac_8_parte-6,train
Zac_9_parte-1,train
Zac_9_parte-2,train
Zac_9_parte-3,dev
Zac_9_parte-4,dev
Zac_9_parte-5,train
